AssemblyAccession	Taxid	SpeciesTaxid	Organism	AssemblyStatus	RefSeq_category	FtpPath_GenBank	FtpPath_RefSeq	FtpPath_Assembly_rpt
GCF_000193395.1	767031	28129	Prevotella denticola F0289 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/395/GCA_000193395.1_ASM19339v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/395/GCF_000193395.1_ASM19339v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/395/GCF_000193395.1_ASM19339v1/GCF_000193395.1_ASM19339v1_assembly_report.txt
GCF_000833025.1	480520	480520	Myroides profundi (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/025/GCA_000833025.1_ASM83302v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/833/025/GCF_000833025.1_ASM83302v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/833/025/GCF_000833025.1_ASM83302v1/GCF_000833025.1_ASM83302v1_assembly_report.txt
GCF_000831465.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/465/GCA_000831465.1_ASM83146v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/831/465/GCF_000831465.1_ASM83146v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/831/465/GCF_000831465.1_ASM83146v1/GCF_000831465.1_ASM83146v1_assembly_report.txt
GCF_000189415.1	865938	1014	Weeksella virosa DSM 16922 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/189/415/GCA_000189415.1_ASM18941v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/415/GCF_000189415.1_ASM18941v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/415/GCF_000189415.1_ASM18941v1/GCF_000189415.1_ASM18941v1_assembly_report.txt
GCF_000831225.1	96345	96345	Flavobacterium psychrophilum (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/225/GCA_000831225.1_ASM83122v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/831/225/GCF_000831225.1_ASM83122v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/831/225/GCF_000831225.1_ASM83122v1/GCF_000831225.1_ASM83122v1_assembly_report.txt
GCF_000831205.1	96345	96345	Flavobacterium psychrophilum (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/205/GCA_000831205.1_ASM83120v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/831/205/GCF_000831205.1_ASM83120v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/831/205/GCF_000831205.1_ASM83120v1/GCF_000831205.1_ASM83120v1_assembly_report.txt
GCF_000831185.1	96345	96345	Flavobacterium psychrophilum (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/185/GCA_000831185.1_ASM83118v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/831/185/GCF_000831185.1_ASM83118v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/831/185/GCF_000831185.1_ASM83118v1/GCF_000831185.1_ASM83118v1_assembly_report.txt
GCF_000829375.1	878220	878220	Chryseobacterium sp. StRB126 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/375/GCA_000829375.1_ASM82937v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/375/GCF_000829375.1_ASM82937v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/375/GCF_000829375.1_ASM82937v1/GCF_000829375.1_ASM82937v1_assembly_report.txt
GCF_000829155.1	1189303	336810	Candidatus Sulcia muelleri PSPU (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/155/GCA_000829155.1_ASM82915v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/155/GCF_000829155.1_ASM82915v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/155/GCF_000829155.1_ASM82915v1/GCF_000829155.1_ASM82915v1_assembly_report.txt
GCF_000828715.1	754409	754409	Winogradskyella sp. PG-2 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/715/GCA_000828715.1_ASM82871v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/715/GCF_000828715.1_ASM82871v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/715/GCF_000828715.1_ASM82871v1/GCF_000828715.1_ASM82871v1_assembly_report.txt
GCF_000807225.1	1583100	1583100	Myroides sp. A21 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/807/225/GCA_000807225.1_ASM80722v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/225/GCF_000807225.1_ASM80722v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/225/GCF_000807225.1_ASM80722v1/GCF_000807225.1_ASM80722v1_assembly_report.txt
GCF_000468615.2	1348584	76594	Cellulophaga baltica 18 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/615/GCA_000468615.2_ASM46861v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/615/GCF_000468615.2_ASM46861v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/615/GCF_000468615.2_ASM46861v2/GCF_000468615.2_ASM46861v2_assembly_report.txt
GCF_000801315.1	1385664	1385664	Hymenobacter sp. DG25B (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/801/315/GCA_000801315.1_ASM80131v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/315/GCF_000801315.1_ASM80131v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/315/GCF_000801315.1_ASM80131v1/GCF_000801315.1_ASM80131v1_assembly_report.txt
GCF_000800435.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/435/GCA_000800435.1_ASM80043v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/435/GCF_000800435.1_ASM80043v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/435/GCF_000800435.1_ASM80043v1/GCF_000800435.1_ASM80043v1_assembly_report.txt
GCF_000477035.2	1348585	76594	Cellulophaga baltica NN016038 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/477/035/GCA_000477035.2_ASM47703v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/477/035/GCF_000477035.2_ASM47703v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/477/035/GCF_000477035.2_ASM47703v2/GCF_000477035.2_ASM47703v2_assembly_report.txt
GCF_000767095.1	96345	96345	Flavobacterium psychrophilum (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/095/GCA_000767095.1_ASM76709v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/095/GCF_000767095.1_ASM76709v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/095/GCF_000767095.1_ASM76709v1/GCF_000767095.1_ASM76709v1_assembly_report.txt
GCF_000756505.1	1401325	28251	Ornithobacterium rhinotracheale ORT-UMN 88 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/505/GCA_000756505.1_ASM75650v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/505/GCF_000756505.1_ASM75650v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/505/GCF_000756505.1_ASM75650v1/GCF_000756505.1_ASM75650v1_assembly_report.txt
GCF_000152925.2	313590	313590	Dokdonia sp. MED134 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/925/GCA_000152925.3_ASM15292v3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/152/925/GCF_000152925.2_ASM15292v3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/152/925/GCF_000152925.2_ASM15292v3/GCF_000152925.2_ASM15292v3_assembly_report.txt
GCF_000754405.1	1452724	96345	Flavobacterium psychrophilum FPG3 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/754/405/GCA_000754405.1_ASM75440v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/405/GCF_000754405.1_ASM75440v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/405/GCF_000754405.1_ASM75440v1/GCF_000754405.1_ASM75440v1_assembly_report.txt
GCF_000754365.1	1452725	96345	Flavobacterium psychrophilum FPG101 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/754/365/GCA_000754365.1_ASM75436v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/365/GCF_000754365.1_ASM75436v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/365/GCF_000754365.1_ASM75436v1/GCF_000754365.1_ASM75436v1_assembly_report.txt
GCF_000754305.1	336810	336810	Candidatus Sulcia muelleri (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/754/305/GCA_000754305.1_ASM75430v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/305/GCF_000754305.1_ASM75430v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/305/GCF_000754305.1_ASM75430v1/GCF_000754305.1_ASM75430v1_assembly_report.txt
GCF_000750195.1	979	979	Cellulophaga lytica (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/195/GCA_000750195.1_ASM75019v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/195/GCF_000750195.1_ASM75019v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/195/GCF_000750195.1_ASM75019v1/GCF_000750195.1_ASM75019v1_assembly_report.txt
GCF_000747525.1	1538644	1538644	Sphingobacterium sp. ML3W (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/747/525/GCA_000747525.1_ASM74752v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/747/525/GCF_000747525.1_ASM74752v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/747/525/GCF_000747525.1_ASM74752v1/GCF_000747525.1_ASM74752v1_assembly_report.txt
GCF_000495935.2	1338011	1117645	Elizabethkingia anophelis NUHP1 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/495/935/GCA_000495935.2_ASM49593v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/495/935/GCF_000495935.2_ASM49593v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/495/935/GCF_000495935.2_ASM49593v2/GCF_000495935.2_ASM49593v2_assembly_report.txt
GCF_000739395.1	96345	96345	Flavobacterium psychrophilum (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/395/GCA_000739395.1_ASM73939v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/395/GCF_000739395.1_ASM73939v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/395/GCF_000739395.1_ASM73939v1/GCF_000739395.1_ASM73939v1_assembly_report.txt
GCF_000738065.1	357276	357276	Phocaeicola dorei (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/738/065/GCA_000738065.1_ASM73806v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/738/065/GCF_000738065.1_ASM73806v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/738/065/GCF_000738065.1_ASM73806v1/GCF_000738065.1_ASM73806v1_assembly_report.txt
GCF_000738045.1	357276	357276	Phocaeicola dorei (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/738/045/GCA_000738045.1_ASM73804v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/738/045/GCF_000738045.1_ASM73804v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/738/045/GCF_000738045.1_ASM73804v1/GCF_000738045.1_ASM73804v1_assembly_report.txt
GCF_000737515.1	1356852	1356852	Hymenobacter sp. APR13 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/515/GCA_000737515.1_ASM73751v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/515/GCF_000737515.1_ASM73751v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/515/GCF_000737515.1_ASM73751v1/GCF_000737515.1_ASM73751v1_assembly_report.txt
GCF_000734055.1	1354240	34085	Riemerella anatipestifer CH3 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/055/GCA_000734055.1_ASM73405v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/734/055/GCF_000734055.1_ASM73405v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/734/055/GCF_000734055.1_ASM73405v1/GCF_000734055.1_ASM73405v1_assembly_report.txt
GCF_000723505.1	1433126	1433126	Mucinivorans hirudinis (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/505/GCA_000723505.1_Mucivorans_M3_Nelson-Bomar-Fixed	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/723/505/GCF_000723505.1_Mucivorans_M3_Nelson-Bomar-Fixed	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/723/505/GCF_000723505.1_Mucivorans_M3_Nelson-Bomar-Fixed/GCF_000723505.1_Mucivorans_M3_Nelson-Bomar-Fixed_assembly_report.txt
GCF_000709555.1	1415657	1415657	Candidatus Walczuchella monophlebidarum (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/709/555/GCA_000709555.1_ASM70955v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/709/555/GCF_000709555.1_ASM70955v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/709/555/GCF_000709555.1_ASM70955v1/GCF_000709555.1_ASM70955v1_assembly_report.txt
GCF_000093165.1	600809	367488	Blattabacterium sp. (Periplaneta americana) str. BPLAN (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/093/165/GCA_000093165.1_ASM9316v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/093/165/GCF_000093165.1_ASM9316v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/093/165/GCF_000093165.1_ASM9316v1/GCF_000093165.1_ASM9316v1_assembly_report.txt
GCF_000626635.1	1168034	1168034	Draconibacterium orientale (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/635/GCA_000626635.1_ASM62663v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/635/GCF_000626635.1_ASM62663v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/635/GCF_000626635.1_ASM62663v1/GCF_000626635.1_ASM62663v1_assembly_report.txt
GCF_000597885.1	1257021	1257021	Flammeovirgaceae bacterium 311 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/597/885/GCA_000597885.1_ASM59788v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/597/885/GCF_000597885.1_ASM59788v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/597/885/GCF_000597885.1_ASM59788v1/GCF_000597885.1_ASM59788v1_assembly_report.txt
GCF_000576555.1	1227739	1446467	Hymenobacter swuensis DY53 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/555/GCA_000576555.1_ASM57655v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/576/555/GCF_000576555.1_ASM57655v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/576/555/GCF_000576555.1_ASM57655v1/GCF_000576555.1_ASM57655v1_assembly_report.txt
GCF_000023465.1	655815	398743	Zunongwangia profunda SM-A87 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/465/GCA_000023465.1_ASM2346v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/465/GCF_000023465.1_ASM2346v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/465/GCF_000023465.1_ASM2346v1/GCF_000023465.1_ASM2346v1_assembly_report.txt
GCF_000025925.1	264731	839	Prevotella ruminicola 23 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/925/GCA_000025925.1_ASM2592v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/925/GCF_000025925.1_ASM2592v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/925/GCF_000025925.1_ASM2592v1/GCF_000025925.1_ASM2592v1_assembly_report.txt
GCF_000025785.1	641892	336810	Candidatus Sulcia muelleri DMIN (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/785/GCA_000025785.1_ASM2578v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/785/GCF_000025785.1_ASM2578v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/785/GCF_000025785.1_ASM2578v1/GCF_000025785.1_ASM2578v1_assembly_report.txt
GCF_000024525.1	504472	108	Spirosoma linguale DSM 74 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/525/GCA_000024525.1_ASM2452v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/525/GCF_000024525.1_ASM2452v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/525/GCF_000024525.1_ASM2452v1/GCF_000024525.1_ASM2452v1_assembly_report.txt
GCF_000024845.1	518766	29549	Rhodothermus marinus DSM 4252 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/845/GCA_000024845.1_ASM2484v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/845/GCF_000024845.1_ASM2484v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/845/GCF_000024845.1_ASM2484v1/GCF_000024845.1_ASM2484v1_assembly_report.txt
GCF_000243115.2	929713	446683	Niabella soli DSM 19437 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/243/115/GCA_000243115.3_ASM24311v3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/115/GCF_000243115.2_ASM24311v3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/115/GCF_000243115.2_ASM24311v3/GCF_000243115.2_ASM24311v3_assembly_report.txt
GCF_000512915.1	880074	397865	Barnesiella viscericola DSM 18177 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/915/GCA_000512915.1_ASM51291v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/915/GCF_000512915.1_ASM51291v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/915/GCF_000512915.1_ASM51291v1/GCF_000512915.1_ASM51291v1_assembly_report.txt
GCF_000060345.1	411154	411153	Gramella forsetii KT0803 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/060/345/GCA_000060345.1_ASM6034v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/060/345/GCF_000060345.1_ASM6034v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/060/345/GCF_000060345.1_ASM6034v1/GCF_000060345.1_ASM6034v1_assembly_report.txt
GCF_000473305.1	1400053	1400053	Bacteroidales bacterium CF (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/305/GCA_000473305.1_ASM47330v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/305/GCF_000473305.1_ASM47330v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/305/GCF_000473305.1_ASM47330v1/GCF_000473305.1_ASM47330v1_assembly_report.txt
GCF_000471965.1	1316444	1316444	Blattabacterium sp. (Nauphoeta cinerea) (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/471/965/GCA_000471965.1_ASM47196v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/471/965/GCF_000471965.1_ASM47196v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/471/965/GCF_000471965.1_ASM47196v1/GCF_000471965.1_ASM47196v1_assembly_report.txt
GCF_000455605.1	1094466	312277	Flavobacterium indicum GPTSA100-9 = DSM 17447 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/605/GCA_000455605.1_GPTSA100-9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/455/605/GCF_000455605.1_GPTSA100-9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/455/605/GCF_000455605.1_GPTSA100-9/GCF_000455605.1_GPTSA100-9_assembly_report.txt
GCF_000163055.2	575614	652716	Prevotella sp. oral taxon 299 str. F0039 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/163/055/GCA_000163055.2_ASM16305v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/055/GCF_000163055.2_ASM16305v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/055/GCF_000163055.2_ASM16305v2/GCF_000163055.2_ASM16305v2_assembly_report.txt
GCF_000442635.1	1343076	336810	Candidatus Sulcia muelleri str. Sulcia-ALF (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/635/GCA_000442635.1_ASM44263v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/442/635/GCF_000442635.1_ASM44263v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/442/635/GCF_000442635.1_ASM44263v1/GCF_000442635.1_ASM44263v1_assembly_report.txt
GCF_000025985.1	272559	817	Bacteroides fragilis NCTC 9343 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/985/GCA_000025985.1_ASM2598v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/985/GCF_000025985.1_ASM2598v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/985/GCF_000025985.1_ASM2598v1/GCF_000025985.1_ASM2598v1_assembly_report.txt
GCF_000024125.1	313596	252307	Robiginitalea biformata HTCC2501 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/125/GCA_000024125.1_ASM2412v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/125/GCF_000024125.1_ASM2412v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/125/GCF_000024125.1_ASM2412v1/GCF_000024125.1_ASM2412v1_assembly_report.txt
GCF_000024005.1	485918	79329	Chitinophaga pinensis DSM 2588 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/005/GCA_000024005.1_ASM2400v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/005/GCF_000024005.1_ASM2400v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/005/GCF_000024005.1_ASM2400v1/GCF_000024005.1_ASM2400v1_assembly_report.txt
GCF_000023825.1	485917	984	Pedobacter heparinus DSM 2366 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/825/GCA_000023825.1_ASM2382v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/825/GCF_000023825.1_ASM2382v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/825/GCF_000023825.1_ASM2382v1/GCF_000023825.1_ASM2382v1_assembly_report.txt
GCF_000023725.1	531844	531844	Flavobacteriaceae bacterium 3519-10 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/725/GCA_000023725.1_ASM2372v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/725/GCF_000023725.1_ASM2372v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/725/GCF_000023725.1_ASM2372v1/GCF_000023725.1_ASM2372v1_assembly_report.txt
GCF_000023285.1	521097	1018	Capnocytophaga ochracea DSM 7271 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/285/GCA_000023285.1_ASM2328v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/285/GCF_000023285.1_ASM2328v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/285/GCF_000023285.1_ASM2328v1/GCF_000023285.1_ASM2328v1_assembly_report.txt
GCF_000023125.1	471854	94254	Dyadobacter fermentans DSM 18053 (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/125/GCA_000023125.1_ASM2312v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/125/GCF_000023125.1_ASM2312v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/125/GCF_000023125.1_ASM2312v1/GCF_000023125.1_ASM2312v1_assembly_report.txt
